AGI9999,0000000000,0,2020-02-19T19:27:52,1,0.9
AGI9999,0000000000,0,2020-02-19T19:27:52,2,vodafone IT
AGI9999,0000000000,0,2020-02-19T19:27:52,3, +CSQ: 19;5
AGI9999,0000000000,0,2020-02-19T19:27:52,5,57520 [s]
AGI9999,0000000000,0,2020-02-19T19:27:52,20, +CREG: 2;5;"2EFA";"006E320D";7
AGI9999,0000000000,0,2020-02-19T19:27:52,21, 352953080106200
AGI9999,0000000000,0,2020-02-19T19:27:52,22, +UPINCNT: 3;3;10;10,2020-02-19T19:27:52,
AGI9999,0000000000,0,2020-02-19T19:27:52,23,3471
AGI9999,0000000000,0,2020-02-19T19:54:41,1,0.9
AGI9999,0000000000,0,2020-02-19T19:54:41,2,vodafone IT
AGI9999,0000000000,0,2020-02-19T19:54:41,3, +CSQ: 18;5
AGI9999,0000000000,0,2020-02-19T19:54:41,5,57520 [s]
AGI9999,0000000000,0,2020-02-19T19:54:41,20, +CREG: 2;5;"2EFA";"006E320D";7
AGI9999,0000000000,0,2020-02-19T19:54:41,21, 352953080106200
AGI9999,0000000000,0,2020-02-19T19:54:41,22, +UPINCNT: 3;3;10;10,2020-02-19T19:54:41,
AGI9999,0000000000,0,2020-02-19T19:54:41,23,3472
AGI9999,0000000000,0,2020-02-19T19:58:44,1,0.9
AGI9999,0000000000,0,2020-02-19T19:58:44,2,vodafone IT
AGI9999,0000000000,0,2020-02-19T19:58:44,3, +CSQ: 19;5
AGI9999,0000000000,0,2020-02-19T19:58:44,5,57520 [s]
AGI9999,0000000000,0,2020-02-19T19:58:44,20, +CREG: 2;5;"2EFA";"006E320D";7
AGI9999,0000000000,0,2020-02-19T19:58:44,21, 352953080106200
AGI9999,0000000000,0,2020-02-19T19:58:44,22, +UPINCNT: 3;3;10;10,2020-02-19T19:58:44,
AGI9999,0000000000,0,2020-02-19T19:58:44,23,3473
AGI9999,0000000000,0,2020-02-19T20:03:44,1,0.9
AGI9999,0000000000,0,2020-02-19T20:03:44,2,vodafone IT
AGI9999,0000000000,0,2020-02-19T20:03:44,3, +CSQ: 18;3
AGI9999,0000000000,0,2020-02-19T20:03:44,5,57520 [s]
AGI9999,0000000000,0,2020-02-19T20:03:44,20, +CREG: 2;5;"2EFA";"006E320D";7
AGI9999,0000000000,0,2020-02-19T20:03:44,21, 352953080106200
AGI9999,0000000000,0,2020-02-19T20:03:44,22, +UPINCNT: 3;3;10;10,2020-02-19T20:03:44,
AGI9999,0000000000,0,2020-02-19T20:03:44,23,3474
AGI9999,0000000000,0,2020-02-19T20:08:44,1,0.9
AGI9999,0000000000,0,2020-02-19T20:08:44,2,vodafone IT
AGI9999,0000000000,0,2020-02-19T20:08:44,3, +CSQ: 19;4
AGI9999,0000000000,0,2020-02-19T20:08:44,5,57520 [s]
AGI9999,0000000000,0,2020-02-19T20:08:44,20, +CREG: 2;5;"2EFA";"006E320D";7
AGI9999,0000000000,0,2020-02-19T20:08:44,21, 352953080106200
AGI9999,0000000000,0,2020-02-19T20:08:44,22, +UPINCNT: 3;3;10;10,2020-02-19T20:08:44,
AGI9999,0000000000,0,2020-02-19T20:08:44,23,3475
AGI9999,0000000000,0,2020-02-19T20:13:44,1,0.9
AGI9999,0000000000,0,2020-02-19T20:13:44,2,vodafone IT
AGI9999,0000000000,0,2020-02-19T20:13:44,3, +CSQ: 18;5
AGI9999,0000000000,0,2020-02-19T20:13:44,5,57520 [s]
AGI9999,0000000000,0,2020-02-19T20:13:44,20, +CREG: 2;5;"2EFA";"006E320D";7
AGI9999,0000000000,0,2020-02-19T20:13:44,21, 352953080106200
AGI9999,0000000000,0,2020-02-19T20:13:44,22, +UPINCNT: 3;3;10;10,2020-02-19T20:13:44,
AGI9999,0000000000,0,2020-02-19T20:13:44,23,3476
AGI9999,0000000000,0,2020-02-19T20:18:44,1,0.9
AGI9999,0000000000,0,2020-02-19T20:18:44,2,vodafone IT
AGI9999,0000000000,0,2020-02-19T20:18:44,3, +CSQ: 19;3
AGI9999,0000000000,0,2020-02-19T20:18:44,5,57520 [s]
AGI9999,0000000000,0,2020-02-19T20:18:44,20, +CREG: 2;5;"2EFA";"006E320D";7
AGI9999,0000000000,0,2020-02-19T20:18:44,21, 352953080106200
AGI9999,0000000000,0,2020-02-19T20:18:44,22, +UPINCNT: 3;3;10;10,2020-02-19T20:18:44,
AGI9999,0000000000,0,2020-02-19T20:18:44,23,3477
AGI9999,0000000000,0,2020-02-19T20:23:44,1,0.9
AGI9999,0000000000,0,2020-02-19T20:23:44,2,vodafone IT
AGI9999,0000000000,0,2020-02-19T20:23:44,3, +CSQ: 16;2
AGI9999,0000000000,0,2020-02-19T20:23:44,5,57520 [s]
AGI9999,0000000000,0,2020-02-19T20:23:44,20, +CREG: 2;5;"2EFA";"006E320D";7
AGI9999,0000000000,0,2020-02-19T20:23:44,21, 352953080106200
AGI9999,0000000000,0,2020-02-19T20:23:44,22, +UPINCNT: 3;3;10;10,2020-02-19T20:23:44,
AGI9999,0000000000,0,2020-02-19T20:23:44,23,3478
AGI9999,0000000000,0,2020-02-19T20:28:44,1,0.9
AGI9999,0000000000,0,2020-02-19T20:28:44,2,vodafone IT
AGI9999,0000000000,0,2020-02-19T20:28:44,3, +CSQ: 17;3
AGI9999,0000000000,0,2020-02-19T20:28:44,5,57520 [s]
AGI9999,0000000000,0,2020-02-19T20:28:44,20, +CREG: 2;5;"2EFA";"006E320D";7
AGI9999,0000000000,0,2020-02-19T20:28:44,21, 352953080106200
AGI9999,0000000000,0,2020-02-19T20:28:44,22, +UPINCNT: 3;3;10;10,2020-02-19T20:28:44,
AGI9999,0000000000,0,2020-02-19T20:28:44,23,3479
AGI9999,0000000000,0,2020-02-19T20:33:44,1,0.9
AGI9999,0000000000,0,2020-02-19T20:33:44,2,vodafone IT
AGI9999,0000000000,0,2020-02-19T20:33:44,3, +CSQ: 17;5
AGI9999,0000000000,0,2020-02-19T20:33:44,5,57520 [s]
AGI9999,0000000000,0,2020-02-19T20:33:44,20, +CREG: 2;5;"2EFA";"006E320D";7
AGI9999,0000000000,0,2020-02-19T20:33:44,21, 352953080106200
AGI9999,0000000000,0,2020-02-19T20:33:44,22, +UPINCNT: 3;3;10;10,2020-02-19T20:33:44,
AGI9999,0000000000,0,2020-02-19T20:33:44,23,3480
AGI9999,0000000000,0,2020-02-19T20:38:44,1,0.9
AGI9999,0000000000,0,2020-02-19T20:38:44,2,vodafone IT
AGI9999,0000000000,0,2020-02-19T20:38:44,3, +CSQ: 16;2
AGI9999,0000000000,0,2020-02-19T20:38:44,5,57520 [s]
AGI9999,0000000000,0,2020-02-19T20:38:44,20, +CREG: 2;5;"2EFA";"006E320D";7
AGI9999,0000000000,0,2020-02-19T20:38:44,21, 352953080106200
AGI9999,0000000000,0,2020-02-19T20:38:44,22, +UPINCNT: 3;3;10;10,2020-02-19T20:38:44,
AGI9999,0000000000,0,2020-02-19T20:38:44,23,3481
AGI9999,0000000000,0,2020-02-19T20:43:44,1,0.9
AGI9999,0000000000,0,2020-02-19T20:43:44,2,vodafone IT
AGI9999,0000000000,0,2020-02-19T20:43:44,3, +CSQ: 17;5
AGI9999,0000000000,0,2020-02-19T20:43:44,5,57520 [s]
AGI9999,0000000000,0,2020-02-19T20:43:44,20, +CREG: 2;5;"2EFA";"006E320D";7
AGI9999,0000000000,0,2020-02-19T20:43:44,21, 352953080106200
AGI9999,0000000000,0,2020-02-19T20:43:44,22, +UPINCNT: 3;3;10;10,2020-02-19T20:43:44,
AGI9999,0000000000,0,2020-02-19T20:43:44,23,3482
AGI9999,0000000000,0,2020-02-19T20:48:44,1,0.9
AGI9999,0000000000,0,2020-02-19T20:48:44,2,vodafone IT
AGI9999,0000000000,0,2020-02-19T20:48:44,3, +CSQ: 18;3
AGI9999,0000000000,0,2020-02-19T20:48:44,5,57520 [s]
AGI9999,0000000000,0,2020-02-19T20:48:44,20, +CREG: 2;5;"2EFA";"006E320D";7
AGI9999,0000000000,0,2020-02-19T20:48:44,21, 352953080106200
AGI9999,0000000000,0,2020-02-19T20:48:44,22, +UPINCNT: 3;3;10;10,2020-02-19T20:48:44,
AGI9999,0000000000,0,2020-02-19T20:48:44,23,3483
